@relation spec											
											
@attribute univ { METRO, FOR, COUNTRY, SEOUL }											
@attribute gpa numeric											
@attribute toeic numeric											
@attribute toss {0, 1, 2, 3, 4, 5, 6, 7, 8}											
@attribute opic {N, IL, IMONE, IMTWO, IMTHREE, IH, AL}											
@attribute forlang numeric											
@attribute cert numeric											
@attribute award numeric											
@attribute intern numeric											
@attribute forexp numeric		
@attribute vol numeric									
@attribute comp {KAKAO, SAMSUNG, KT, LGUPLUS}											
											
											
@data											
METRO,	3.9,	875,	6,	N,	0,	1,	1,	0,	2,	3,	 KT
COUNTRY,	3.5,	925,	6,	N,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	3.5,	925,	6,	N,	0,	0,	0,	0,	0,	0,	 KT
METRO,	3.4,	895,	0,	 IH,	1,	3,	2,	0,	1,	0,	 KT
SEOUL,	3.6,	915,	6,	N,	0,	3,	0,	0,	0,	0,	 KT
SEOUL,	4,	905,	0,	 IMTWO,	1,	0,	2,	0,	2,	1,	 KT
COUNTRY,	2.8,	775,	0,	 IH,	0,	3,	0,	1,	0,	8,	 KT
SEOUL,	3.6,	890,	6,	N,	0,	3,	11,	1,	1,	3,	 KT
SEOUL,	3.6,	890,	6,	N,	0,	3,	11,	1,	1,	3,	 KT
SEOUL,	4.3,	935,	0,	N,	0,	5,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	0,	0,	 AL,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.4,	810,	6,	N,	0,	3,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	0,	0,	 AL,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	0,	0,	 AL,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	0,	0,	 AL,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.7,	935,	0,	 IH,	1,	0,	2,	0,	0,	0,	 KT
SEOUL,	3.7,	935,	0,	 IH,	1,	0,	2,	0,	0,	0,	 KT
COUNTRY,	3.6,	0,	0,	N,	0,	3,	0,	5,	0,	0,	 KT
COUNTRY,	3.6,	0,	8,	 AL,	0,	0,	1,	1,	1,	0,	 KT
COUNTRY,	4.1,	0,	0,	 IH,	0,	0,	1,	0,	0,	0,	 KT
COUNTRY,	3.8,	860,	0,	 IH,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	3.1,	965,	0,	 IH,	0,	1,	0,	3,	0,	0,	 KT
COUNTRY,	3.4,	800,	0,	N,	0,	0,	0,	1,	1,	0,	 KT
COUNTRY,	3.9,	0,	6,	N,	0,	0,	1,	0,	1,	0,	 KT
COUNTRY,	3.9,	800,	6,	N,	0,	2,	0,	0,	0,	0,	 KT
COUNTRY,	3.7,	925,	6,	 IMTWO,	0,	0,	0,	1,	1,	0,	 KT
COUNTRY,	3.6,	950,	0,	N,	0,	0,	1,	0,	2,	0,	 KT
COUNTRY,	4,	0,	7,	N,	0,	1,	0,	2,	1,	0,	 KT
COUNTRY,	3,	780,	0,	N,	0,	3,	0,	0,	0,	0,	 KT
COUNTRY,	3.2,	820,	0,	N,	0,	1,	0,	1,	0,	0,	 KT
COUNTRY,	4.1,	755,	0,	N,	0,	1,	1,	0,	0,	0,	 KT
COUNTRY,	4.1,	800,	6,	N,	0,	5,	0,	1,	0,	0,	 KT
COUNTRY,	2.8,	850,	0,	N,	0,	1,	1,	0,	0,	0,	 KT
COUNTRY,	4.1,	950,	0,	N,	0,	1,	1,	1,	0,	0,	 KT
COUNTRY,	3.6,	850,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
COUNTRY,	3.8,	0,	0,	 IH,	0,	0,	0,	1,	0,	0,	 KT
COUNTRY,	3.5,	870,	0,	N,	1,	5,	1,	1,	1,	2,	 KT
COUNTRY,	3.7,	810,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
COUNTRY,	4.2,	880,	0,	N,	0,	0,	0,	2,	0,	0,	 KT
COUNTRY,	4.2,	790,	0,	N,	0,	2,	0,	1,	0,	0,	 KT
COUNTRY,	3.7,	0,	0,	 AL,	0,	0,	1,	5,	2,	0,	 KT
METRO,	4,	900,	6,	N,	0,	1,	0,	1,	1,	0,	 KT
SEOUL,	3.9,	690,	0,	N,	0,	1,	0,	0,	0,	1,	 KT
SEOUL,	3.6,	895,	0,	N,	0,	3,	0,	0,	0,	0,	 KT
SEOUL,	3.7,	900,	8,	N,	0,	1,	0,	0,	0,	0,	 KT
COUNTRY,	3.2,	835,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
METRO,	3.5,	0,	0,	N,	0,	4,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	955,	7,	 IH,	0,	0,	0,	0,	3,	0,	 KT
SEOUL,	3.2,	745,	0,	N,	0,	3,	0,	0,	0,	1,	 KT
SEOUL,	3.7,	960,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
METRO,	3.7,	790,	6,	N,	0,	3,	0,	0,	0,	0,	 KT
COUNTRY,	3.5,	845,	6,	N,	0,	2,	0,	0,	2,	0,	 KT
COUNTRY,	3.4,	795,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
COUNTRY,	4,	0,	6,	N,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.6,	900,	7,	N,	0,	1,	1,	0,	2,	0,	 KT
SEOUL,	3.6,	920,	0,	N,	0,	0,	0,	0,	1,	0,	 KT
SEOUL,	3.8,	855,	6,	N,	0,	1,	0,	0,	1,	0,	 KT
SEOUL,	3.9,	0,	7,	N,	0,	0,	1,	0,	1,	0,	 KT
COUNTRY,	3.8,	0,	6,	N,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.8,	935,	0,	N,	0,	4,	0,	0,	1,	0,	 KT
SEOUL,	3.8,	940,	0,	N,	0,	4,	0,	0,	0,	0,	 KT
COUNTRY,	3.5,	920,	6,	N,	0,	0,	0,	0,	1,	0,	 KT
SEOUL,	3.2,	0,	7,	N,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.3,	0,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
SEOUL,	3,	845,	0,	N,	0,	2,	0,	0,	0,	0,	 KT
METRO,	3.4,	855,	6,	N,	0,	2,	1,	0,	1,	0,	 KT
SEOUL,	3.3,	960,	7,	N,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	3.3,	0,	0,	N,	0,	3,	0,	0,	0,	0,	 KT
SEOUL,	3.4,	810,	6,	N,	0,	0,	0,	0,	1,	0,	 KT
SEOUL,	3.9,	925,	0,	N,	0,	2,	1,	0,	1,	0,	 KT
SEOUL,	3.6,	945,	7,	N,	0,	1,	0,	0,	3,	0,	 KT
SEOUL,	3.4,	810,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	0,	7,	N,	0,	0,	2,	0,	0,	0,	 KT
SEOUL,	3.7,	0,	6,	N,	0,	1,	0,	0,	0,	0,	 KT
COUNTRY,	3.6,	0,	0,	N,	0,	5,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	765,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
COUNTRY,	3.6,	895,	6,	N,	0,	4,	1,	0,	0,	0,	 KT
SEOUL,	3.8,	820,	0,	N,	0,	0,	0,	0,	1,	0,	 KT
SEOUL,	4.2,	940,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
METRO,	3.6,	880,	0,	N,	0,	1,	1,	0,	0,	0,	 KT
COUNTRY,	3.9,	0,	6,	N,	0,	1,	0,	0,	1,	0,	 KT
METRO,	4,	0,	6,	N,	0,	2,	0,	0,	0,	0,	 KT
COUNTRY,	3.2,	0,	0,	N,	0,	3,	0,	0,	0,	0,	 KT
COUNTRY,	3.3,	0,	0,	N,	0,	3,	0,	0,	0,	0,	 KT
COUNTRY,	4,	750,	0,	N,	0,	5,	0,	0,	1,	0,	 KT
COUNTRY,	3.6,	855,	0,	N,	0,	1,	1,	0,	0,	0,	 KT
SEOUL,	3.3,	830,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
COUNTRY,	3.2,	775,	0,	N,	0,	2,	1,	0,	0,	0,	 KT
SEOUL,	3.1,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	3.6,	845,	0,	N,	0,	2,	1,	0,	0,	0,	 KT
COUNTRY,	3.2,	875,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
COUNTRY,	3.6,	765,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
SEOUL,	4,	625,	0,	N,	0,	0,	0,	0,	1,	0,	 KT
SEOUL,	3.5,	945,	5,	N,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.7,	745,	6,	N,	0,	2,	0,	0,	1,	0,	 KT
SEOUL,	3.7,	980,	8,	N,	0,	4,	1,	0,	2,	0,	 KT
COUNTRY,	3.5,	860,	6,	N,	0,	3,	0,	0,	0,	0,	 KT
SEOUL,	3.6,	920,	6,	N,	0,	3,	0,	0,	0,	0,	 KT
COUNTRY,	4.2,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
SEOUL,	3.8,	730,	6,	N,	0,	2,	1,	0,	0,	0,	 KT
COUNTRY,	3.1,	0,	0,	N,	0,	1,	0,	0,	2,	0,	 KT
COUNTRY,	3.6,	0,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
SEOUL,	3.5,	890,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
SEOUL,	3.8,	0,	0,	N,	0,	8,	0,	0,	1,	0,	 KT
COUNTRY,	3.7,	925,	7,	N,	0,	3,	1,	0,	3,	0,	 KT
COUNTRY,	3,	0,	6,	N,	0,	1,	0,	0,	3,	0,	 KT
COUNTRY,	3.4,	940,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
COUNTRY,	3.5,	0,	6,	N,	0,	1,	0,	0,	0,	0,	 KT
SEOUL,	3.8,	0,	7,	N,	0,	2,	0,	0,	3,	0,	 KT
SEOUL,	3.8,	0,	0,	N,	0,	0,	1,	0,	2,	0,	 KT
COUNTRY,	3.4,	880,	7,	N,	0,	2,	1,	0,	0,	0,	 KT
COUNTRY,	3.6,	800,	0,	N,	0,	10,	0,	0,	1,	0,	 KT
COUNTRY,	3.8,	0,	0,	 IH,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	3.5,	755,	5,	N,	0,	1,	0,	1,	0,	0,	 KT
SEOUL,	3.9,	970,	7,	N,	0,	0,	0,	0,	2,	0,	 KT
COUNTRY,	4,	730,	0,	 IMTWO,	0,	3,	0,	2,	0,	1,	 KT
METRO,	3.2,	0,	0,	N,	0,	3,	0,	0,	1,	0,	 KT
COUNTRY,	3.6,	790,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
SEOUL,	3.4,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.3,	760,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
SEOUL,	3.8,	890,	0,	N,	0,	2,	0,	0,	0,	0,	 KT
SEOUL,	3.1,	955,	0,	N,	0,	0,	0,	0,	1,	0,	 KT
METRO,	3.7,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
METRO,	3.4,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	3.5,	0,	0,	N,	0,	0,	0,	1,	0,	2,	 KT
SEOUL,	3.7,	985,	0,	N,	0,	0,	0,	1,	2,	0,	 KT
SEOUL,	3.8,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
SEOUL,	3.5,	950,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	0,	895,	0,	N,	0,	0,	0,	0,	0,	1,	 KT
SEOUL,	3.3,	830,	0,	N,	0,	1,	0,	0,	0,	0,	 KT
SEOUL,	3.3,	930,	0,	N,	0,	0,	0,	0,	0,	0,	 KT
COUNTRY,	3.5,	725,	0,	N,	0,	1,	0,	0,	1,	0,	 KT
COUNTRY,	3.7,	790,	0,	N,	0,	2,	0,	0,	1,	0,	 KT

METRO,	0,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	2.8,	0,	0,	N,	1,	2,	0,	1,	0,	0,	 LGUPLUS
COUNTRY,	3.9,	0,	0,	 IH,	0,	1,	0,	0,	4,	0,	 LGUPLUS
COUNTRY,	3.7,	840,	7,	 IH,	0,	0,	1,	1,	2,	0,	 LGUPLUS
COUNTRY,	3.9,	0,	0,	 IH,	0,	0,	0,	0,	3,	0,	 LGUPLUS
SEOUL,	3.9,	940,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.9,	0,	0,	 IMTWO,	0,	2,	0,	2,	1,	2,	 LGUPLUS
COUNTRY,	0,	0,	0,	N,	0,	5,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	0,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.3,	825,	0,	N,	0,	1,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.8,	950,	0,	N,	0,	1,	1,	0,	0,	0,	 LGUPLUS
SEOUL,	4.2,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.4,	0,	0,	N,	0,	2,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	2.8,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.4,	780,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.8,	840,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.7,	920,	0,	N,	0,	0,	1,	0,	0,	0,	 LGUPLUS
SEOUL,	3.2,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.7,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.4,	780,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.7,	920,	6,	N,	0,	0,	1,	0,	0,	0,	 LGUPLUS
METRO,	4.1,	815,	6,	N,	0,	2,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.8,	0,	0,	N,	0,	2,	0,	0,	0,	1,	 LGUPLUS
COUNTRY,	3,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.2,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.3,	925,	0,	N,	0,	1,	2,	0,	0,	1,	 LGUPLUS
SEOUL,	2.6,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.3,	825,	0,	N,	0,	1,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.8,	950,	0,	 AL,	0,	1,	1,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.5,	0,	0,	N,	0,	3,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.4,	0,	0,	N,	0,	2,	0,	0,	1,	2,	 LGUPLUS
COUNTRY,	3.1,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
METRO,	3.9,	0,	0,	N,	0,	0,	0,	0,	2,	2,	 LGUPLUS
COUNTRY,	2.7,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.7,	860,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4,	700,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.6,	870,	0,	N,	0,	0,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	3.8,	900,	0,	N,	0,	0,	0,	1,	0,	0,	 LGUPLUS
COUNTRY,	3.6,	0,	0,	N,	0,	0,	0,	0,	0,	1,	 LGUPLUS
SEOUL,	3.3,	825,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4.2,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4.1,	835,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.9,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	2.6,	915,	0,	N,	0,	0,	0,	0,	0,	1,	 LGUPLUS
SEOUL,	3.8,	700,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4,	900,	0,	N,	0,	3,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.6,	730,	0,	N,	0,	1,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	4,	865,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.8,	985,	0,	N,	0,	1,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	3.8,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	4,	0,	0,	N,	0,	0,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	3.7,	905,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.8,	795,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.5,	905,	0,	N,	0,	2,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.2,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4.3,	975,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.4,	615,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
METRO,	3.8,	840,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	965,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.3,	870,	0,	N,	0,	3,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	775,	0,	N,	0,	3,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.2,	780,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4.3,	990,	0,	N,	0,	3,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.9,	845,	0,	N,	0,	2,	0,	0,	0,	1,	 LGUPLUS
SEOUL,	3.8,	920,	0,	N,	0,	2,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	4,	890,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
COUNTRY,	3.7,	680,	0,	N,	0,	0,	0,	0,	0,	1,	 LGUPLUS
SEOUL,	3.7,	0,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.8,	880,	0,	N,	0,	0,	0,	0,	0,	1,	 LGUPLUS
SEOUL,	3.9,	870,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
FOR,	4.1,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	960,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
COUNTRY,	3.4,	0,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.8,	820,	0,	N,	0,	0,	1,	0,	0,	1,	 LGUPLUS
FOR,	4.1,	0,	0,	N,	0,	0,	1,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	795,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.6,	910,	0,	N,	0,	0,	0,	0,	0,	1,	 LGUPLUS
SEOUL,	3.1,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.5,	925,	0,	N,	0,	0,	0,	0,	1,	1,	 LGUPLUS
SEOUL,	4.3,	990,	0,	N,	0,	3,	0,	2,	0,	1,	 LGUPLUS
SEOUL,	4.1,	0,	0,	N,	0,	0,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.9,	880,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.9,	715,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.2,	0,	0,	N,	0,	1,	0,	1,	0,	0,	 LGUPLUS
SEOUL,	4,	0,	0,	N,	0,	0,	0,	1,	2,	0,	 LGUPLUS
SEOUL,	4.2,	0,	0,	N,	0,	0,	0,	1,	0,	0,	 LGUPLUS
SEOUL,	3.9,	965,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.1,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.7,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.7,	980,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	850,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.6,	815,	0,	N,	0,	1,	0,	2,	1,	1,	 LGUPLUS
SEOUL,	3.3,	895,	0,	N,	0,	0,	0,	0,	2,	0,	 LGUPLUS
SEOUL,	4.2,	925,	0,	N,	0,	3,	0,	0,	1,	1,	 LGUPLUS
SEOUL,	4.1,	940,	0,	N,	0,	2,	0,	0,	1,	1,	 LGUPLUS
SEOUL,	3.9,	0,	0,	N,	0,	2,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4,	890,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4,	865,	0,	N,	0,	1,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.7,	920,	0,	N,	0,	2,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.9,	0,	0,	N,	0,	0,	0,	2,	3,	1,	 LGUPLUS
SEOUL,	3.8,	905,	0,	N,	0,	1,	0,	3,	1,	1,	 LGUPLUS
SEOUL,	3.9,	845,	0,	N,	0,	2,	0,	0,	0,	1,	 LGUPLUS
SEOUL,	3.9,	710,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	870,	0,	N,	0,	1,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	4.3,	990,	0,	N,	0,	3,	0,	1,	0,	0,	 LGUPLUS
SEOUL,	4,	0,	0,	N,	0,	2,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.2,	780,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.5,	825,	0,	N,	0,	2,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	775,	0,	N,	0,	3,	0,	2,	0,	0,	 LGUPLUS
SEOUL,	4.1,	870,	0,	N,	0,	3,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	4.1,	850,	0,	N,	0,	2,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	3.7,	945,	0,	N,	0,	2,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	3.3,	870,	0,	N,	0,	3,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	965,	0,	N,	0,	0,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	3.8,	0,	0,	N,	0,	1,	0,	1,	1,	1,	 LGUPLUS
SEOUL,	4,	875,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.7,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	0,	990,	0,	N,	0,	0,	0,	1,	0,	0,	 LGUPLUS
SEOUL,	4.3,	975,	0,	N,	0,	0,	0,	1,	0,	0,	 LGUPLUS
SEOUL,	3.9,	885,	0,	N,	0,	2,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4.1,	790,	0,	N,	0,	0,	0,	0,	1,	1,	 LGUPLUS
SEOUL,	3.7,	905,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	985,	0,	N,	0,	1,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	3.6,	730,	0,	N,	0,	2,	0,	0,	1,	0,	 LGUPLUS
SEOUL,	4,	900,	0,	N,	0,	3,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	4,	865,	0,	N,	0,	0,	0,	1,	1,	0,	 LGUPLUS
SEOUL,	3.5,	0,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	4.1,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
SEOUL,	3.8,	700,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
METRO,	3.7,	910,	0,	N,	0,	2,	0,	1,	1,	1,	 LGUPLUS
METRO,	3.7,	700,	0,	N,	0,	1,	0,	1,	0,	0,	 LGUPLUS
METRO,	3.7,	890,	0,	N,	0,	0,	0,	1,	1,	0,	 LGUPLUS
METRO,	4.1,	920,	0,	N,	0,	1,	0,	0,	0,	0,	 LGUPLUS
METRO,	4.1,	870,	0,	N,	0,	0,	0,	1,	1,	0,	 LGUPLUS
METRO,	3.6,	0,	0,	N,	0,	1,	0,	2,	1,	0,	 LGUPLUS
METRO,	3.5,	0,	0,	N,	0,	0,	0,	0,	0,	0,	 LGUPLUS
